POWDER,0.17,0.3,0.5,0.7,1.0,1.3,1.6,1.9,2.2,2.5,2.8,3.1,3.4,3.7,4.0,4.3
BLACK FFFG,2.7,4.8,8.0,11.1,15.9,20.7,25.5,30.3,35.0,39.8,44.6,49.4,54.2,58.9,63.7,68.5
BLACK FFG,2.5,4.4,7.4,10.3,14.7,19.1,23.5,27.9,32.4,36.8,41.2,45.6,50.0,54.4,58.8,63.2
BLACK FG,2.4,4.2,7.0,9.7,13.9,18.1,22.3,26.4,30.6,34.8,39.0,43.1,47.3,51.5,55.7,59.8
BLACK FFFFG,2.5,4.5,7.4,10.4,14.9,19.4,23.8,28.3,32.8,37.2,41.7,46.2,50.6,55.1,59.6,64.0
A NITRO100,1.3,2.2,3.7,5.2,7.4,9.6,11.9,14.1,16.3,18.5,20.8,23.0,25.2,27.4,29.7,31.9
ACC MAG PRO,2.6,4.5,7.5,10.6,15.1,19.6,24.1,28.6,33.2,37.7,42.2,46.7,51.3,55.8,60.3,64.8
ACCUR #2,2.0,3.6,6.0,8.4,11.9,15.5,19.1,22.7,26.2,29.8,33.4,37.0,40.6,44.1,47.7,51.3
ACCUR #5,2.7,4.8,8.0,11.2,16.1,20.9,25.7,30.5,35.3,40.1,45.0,49.8,54.6,59.4,64.2,69.0
ACCUR #7,2.6,4.6,7.7,10.7,15.3,19.9,24.5,29.1,33.7,38.3,42.9,47.5,52.1,56.7,61.2,65.8
ACCUR #9,2.6,4.6,7.6,10.7,15.2,19.8,24.4,28.9,33.5,38.1,42.6,47.2,51.8,56.4,60.9,65.5
ACCUR 1680,2.6,4.6,7.6,10.7,15.3,19.8,24.4,29.0,33.6,38.2,42.7,47.3,51.9,56.5,61.0,65.6
ACCUR 2015,2.3,4.1,6.8,9.6,13.7,17.8,21.9,26.0,30.1,34.2,38.3,42.5,46.6,50.7,54.8,58.9
ACCUR 2200,2.5,4.3,7.2,10.1,14.4,18.7,23.1,27.4,31.7,36.0,40.4,44.7,49.0,53.3,57.7,62.0
ACCUR 2230,2.6,4.6,7.6,10.7,15.2,19.8,24.4,28.9,33.5,38.1,42.6,47.2,51.8,56.3,60.9,65.5
ACCUR 2460,2.6,4.6,7.6,10.7,15.2,19.8,24.4,28.9,33.5,38.1,42.7,47.2,51.8,56.4,60.9,65.5
ACCUR 2495,2.3,4.0,6.7,9.4,13.4,17.4,21.4,25.4,29.4,33.4,37.4,41.4,45.4,49.4,53.5,57.5
ACCUR 2520,2.5,4.4,7.3,10.3,14.6,19.0,23.4,27.8,32.2,36.6,41.0,45.4,49.8,54.2,58.6,63.0
ACCUR 2700,2.5,4.4,7.3,10.2,14.6,19.0,23.4,27.7,32.1,36.5,40.9,45.3,49.7,54.0,58.4,62.8
ACCUR 3100,2.3,4.0,6.7,9.4,13.4,17.4,21.4,25.4,29.4,33.4,37.4,41.4,45.4,49.4,53.5,57.5
ACCUR 4064,2.3,4.0,6.6,9.3,13.3,17.2,21.2,25.2,29.2,33.1,37.1,41.1,45.1,49.0,53.0,57.0
ACCUR 4100,2.5,4.4,7.3,10.2,14.5,18.9,23.2,27.6,31.9,36.3,40.6,45.0,49.3,53.7,58.0,62.4
ACCUR 4350,2.3,4.1,6.8,9.5,13.5,17.6,21.6,25.7,29.7,33.8,37.8,41.9,46.0,50.0,54.1,58.1
ACCUR 5744,2.3,4.0,6.7,9.3,13.3,17.3,21.3,25.3,29.3,33.3,37.3,41.3,45.2,49.2,53.2,57.2
ACCUR 8700,2.5,4.4,7.3,10.2,14.5,18.9,23.3,27.6,32.0,36.4,40.7,45.1,49.4,53.8,58.2,62.5
LT-30,2.3,4.0,6.7,9.3,13.3,17.3,21.3,25.3,29.3,33.3,37.3,41.3,45.3,49.3,53.3,57.3
LT-32,2.2,3.9,6.5,9.1,13.0,16.9,20.8,24.7,28.6,32.4,36.3,40.2,44.1,48.0,51.9,55.8
ROYAL SCOT,1.1,1.9,3.2,4.4,6.3,8.2,10.1,12.0,13.9,15.8,17.6,19.5,21.4,23.3,25.2,27.1
SOLO 1000,1.3,2.3,3.8,5.3,7.5,9.8,12.0,14.3,16.5,18.8,21.0,23.3,25.6,27.8,30.1,32.3
SOLO 1500,1.5,2.7,4.6,6.4,9.1,11.8,14.6,17.3,20.0,22.8,25.5,28.2,30.9,33.7,36.4,39.1
ALLIANT STEEL,1.6,2.8,4.7,6.6,9.4,12.2,15.1,17.9,20.7,23.5,26.3,29.2,32.0,34.8,37.6,40.5
ALNT 300 MP,2.5,4.5,7.5,10.5,15.0,19.5,24.0,28.5,33.0,37.5,42.0,46.5,51.0,55.5,60.0,64.5
ALNT 4000 MR,2.4,4.2,6.9,9.7,13.9,18.0,22.2,26.3,30.5,34.6,38.8,43.0,47.1,51.3,55.4,59.6
ALNT 410,2.1,3.7,6.2,8.7,12.4,16.2,19.9,23.6,27.4,31.1,34.8,38.6,42.3,46.0,49.8,53.5
ALNT AR-COMP,2.3,4.0,6.6,9.3,13.3,17.3,21.3,25.2,29.2,33.2,37.2,41.2,45.2,49.2,53.1,57.1
ALNT E3,1.1,2.0,3.4,4.7,6.7,8.7,10.7,12.8,14.8,16.8,18.8,20.8,22.8,24.8,26.9,28.9
ALNT VARMINT,2.6,4.6,7.7,10.7,15.4,20.0,24.6,29.2,33.8,38.4,43.0,47.6,52.2,56.8,61.4,66.0
AMER-SELECT,1.3,2.2,3.7,5.2,7.5,9.7,11.9,14.2,16.4,18.6,20.9,23.1,25.3,27.6,29.8,32.1
BLUE DOT,2.0,3.5,5.8,8.1,11.6,15.0,18.5,22.0,25.4,28.9,32.4,35.8,39.3,42.8,46.3,49.7
BULLSEYE,1.6,2.8,4.7,6.6,9.4,12.2,15.0,17.9,20.7,23.5,26.3,29.1,32.0,34.8,37.6,40.4
GREEN DOT,1.3,2.4,4.0,5.5,7.9,10.3,12.7,15.0,17.4,19.8,22.2,24.6,26.9,29.3,31.7,34.1
HERC 2400,2.3,4.0,6.7,9.4,13.5,17.5,21.6,25.6,29.7,33.7,37.8,41.8,45.9,49.9,53.9,58.0
HERCO,1.5,2.7,4.5,6.2,8.9,11.6,14.3,16.9,19.6,22.3,24.9,27.6,30.3,33.0,35.6,38.3
POWER PISTOL,1.9,3.4,5.6,7.9,11.2,14.6,18.0,21.4,24.7,28.1,31.5,34.9,38.2,41.6,45.0,48.4
RED DOT,1.2,2.1,3.5,5.0,7.1,9.2,11.3,13.5,15.6,17.7,19.8,21.9,24.1,26.2,28.3,30.4
RELODER 10,2.3,4.0,6.7,9.4,13.4,17.4,21.5,25.5,29.5,33.5,37.6,41.6,45.6,49.6,53.7,57.7
RELODER 17,2.4,4.3,7.2,10.1,14.4,18.7,23.0,27.3,31.6,35.9,40.2,44.5,48.8,53.1,57.4,61.7
RELODER 25,2.4,4.2,7.1,9.9,14.2,18.4,22.6,26.9,31.1,35.4,39.6,43.9,48.1,52.4,56.6,60.9
RELODER 7,2.3,4.1,6.9,9.6,13.7,17.8,22.0,26.1,30.2,34.3,38.4,42.6,46.7,50.8,54.9,59.0
RELODER12,2.5,4.3,7.2,10.1,14.5,18.8,23.1,27.5,31.8,36.2,40.5,44.8,49.2,53.5,57.8,62.2
RELODER15,2.4,4.2,7.1,9.9,14.2,18.4,22.7,26.9,31.1,35.4,39.6,43.9,48.1,52.4,56.6,60.9
RELODER19,2.4,4.2,7.1,9.9,14.2,18.4,22.7,26.9,31.1,35.4,39.6,43.9,48.1,52.4,56.6,60.9
RELODER22,2.4,4.3,7.2,10.0,14.3,18.6,22.9,27.2,31.6,35.9,40.2,44.5,48.8,53.1,57.4,61.7
UNIQUE,1.6,2.7,4.6,6.4,9.2,11.9,14.6,17.4,20.1,22.9,25.6,28.4,31.1,33.9,36.6,39.4
BENCHMARK,2.4,4.2,7.0,9.8,14.0,18.2,22.4,26.6,30.8,35.0,39.2,43.4,47.6,51.8,56.0,60.2
BL-C(2),2.6,4.7,7.8,10.8,15.5,20.1,24.8,29.4,34.1,38.8,43.4,48.0,52.7,57.4,62.0,66.7
CFE 223,2.6,4.6,7.7,10.8,15.5,20.1,24.8,29.4,34.0,38.7,43.3,48.0,52.6,57.3,61.9,66.5
CFE PISTOL,2.3,4.0,6.6,9.3,13.3,17.2,21.2,25.2,29.2,33.2,37.1,41.1,45.1,49.1,53.1,57.0
CLAYS,1.2,2.1,3.4,4.8,6.8,8.9,10.9,13.0,15.0,17.1,19.2,21.2,23.3,25.3,27.4,29.4
H50BMG,2.4,4.3,7.2,10.1,14.4,18.7,23.0,27.4,31.7,36.0,40.3,44.6,49.0,53.3,57.6,61.9
H LIL GUN,2.5,4.4,7.4,10.3,14.8,19.2,23.6,28.0,32.5,36.9,41.3,45.7,50.2,54.6,59.0,63.4
H RETUMBO,2.4,4.2,6.9,9.7,13.9,18.0,22.2,26.3,30.5,34.7,38.8,43.0,47.1,51.3,55.5,59.6
H-LVR,2.6,4.6,7.7,10.7,15.3,19.9,24.5,29.1,33.7,38.3,42.9,47.4,52.0,56.6,61.2,65.8
H-PYRDX RS,2.1,3.7,6.2,8.6,12.3,16.0,19.7,23.4,27.1,30.8,34.5,38.2,41.9,45.6,49.3,53.0
H-PYRODX P,2.1,3.6,6.1,8.5,12.1,15.8,19.4,23.1,26.7,30.4,34.0,37.6,41.3,44.9,48.6,52.2
H-SUPRFORM,2.6,4.6,7.6,10.6,15.2,19.7,24.3,28.9,33.4,38.0,42.5,47.1,51.6,56.2,60.8,65.3
H-VARGET,2.3,4.1,6.8,9.6,13.7,17.8,21.9,26.0,30.1,34.2,38.3,42.4,46.5,50.6,54.7,58.8
H1000,2.4,4.2,7.0,9.8,14.0,18.2,22.5,26.7,30.9,35.1,39.3,43.5,47.7,51.9,56.1,60.4
H110,2.6,4.6,7.6,10.7,15.3,19.8,24.4,29.0,33.6,38.1,42.7,47.3,51.9,56.4,61.0,65.6
H322,2.3,4.1,6.9,9.7,13.8,17.9,22.1,26.2,30.3,34.5,38.6,42.8,46.9,51.0,55.2,59.3
H335,2.6,4.7,7.8,10.8,15.5,20.1,24.8,29.4,34.1,38.8,43.4,48.0,52.7,57.4,62.0,66.7
H380,2.5,4.3,7.2,10.1,14.5,18.8,23.1,27.5,31.8,36.2,40.5,44.8,49.2,53.5,57.9,62.2
H414,2.6,4.5,7.6,10.6,15.1,19.7,24.2,28.8,33.3,37.8,42.4,46.9,51.5,56.0,60.5,65.1
H4198,2.3,4.0,6.7,9.3,13.3,17.3,21.3,25.3,29.3,33.3,37.3,41.3,45.3,49.3,53.3,57.3
H4227,2.2,3.9,6.5,9.1,13.0,16.9,20.8,24.7,28.6,32.5,36.4,40.3,44.2,48.1,52.0,55.9
H4350,2.3,4.1,6.9,9.7,13.8,17.9,22.1,26.2,30.3,34.5,38.6,42.8,46.9,51.0,55.2,59.3
H450,2.6,4.6,7.7,10.7,15.3,19.9,24.5,29.1,33.7,38.3,42.9,47.5,52.1,56.7,61.3,65.9
H4831,2.3,4.1,6.9,9.7,13.8,17.9,22.1,26.2,30.3,34.5,38.6,42.8,46.9,51.0,55.2,59.3
H4895,2.3,4.1,6.9,9.6,13.7,17.8,22.0,26.1,30.2,34.3,38.4,42.6,46.7,50.8,54.9,59.0
H870,2.5,4.4,7.3,10.2,14.6,19.0,23.3,27.7,32.1,36.5,40.8,45.2,49.6,54.0,58.3,62.7
HO US869,2.6,4.6,7.7,10.8,15.4,20.0,24.6,29.2,33.8,38.4,43.0,47.6,52.2,56.8,61.4,66.0
HP38,1.8,3.2,5.4,7.6,10.8,14.0,17.3,20.5,23.8,27.0,30.2,33.5,36.7,40.0,43.2,46.4
HS6,2.4,4.2,7.0,9.8,14.0,18.2,22.5,26.7,30.9,35.1,39.3,43.5,47.7,51.9,56.1,60.4
HS7,2.5,4.4,7.4,10.3,14.7,19.1,23.5,27.9,32.4,36.8,41.2,45.6,50.0,54.4,58.8,63.2
HYBRID100,2.3,4.1,6.9,9.6,13.8,17.9,22.0,26.2,30.3,34.4,38.6,42.7,46.8,50.9,55.1,59.2
INTERNATIONAL,1.3,2.4,4.0,5.5,7.9,10.3,12.6,15.0,17.4,19.8,22.1,24.5,26.9,29.2,31.6,34.0
LONGSHOT,2.1,3.6,6.1,8.5,12.1,15.8,19.4,23.0,26.7,30.3,34.0,37.6,41.2,44.9,48.5,52.2
PYRODEX CTG,1.7,3.0,4.9,6.9,9.9,12.8,15.8,18.7,21.7,24.6,27.6,30.6,33.5,36.5,39.4,42.4
TITEGROUP,2.0,3.5,5.9,8.3,11.8,15.3,18.9,22.4,26.0,29.5,33.0,36.6,40.1,43.7,47.2,50.7
TITEWAD,1.3,2.3,3.8,5.4,7.7,10.0,12.3,14.6,16.9,19.2,21.5,23.8,26.1,28.5,30.8,33.1
UNIVERSAL,1.5,2.7,4.6,6.4,9.1,11.8,14.6,17.3,20.0,22.8,25.5,28.2,30.9,33.7,36.4,39.1
IMR 4007 SSC,2.3,4.1,6.9,9.7,13.8,17.9,22.1,26.2,30.3,34.5,38.6,42.8,46.9,51.0,55.2,59.3
IMR 4166,2.3,4.0,6.7,9.4,13.5,17.5,21.6,25.6,29.7,33.7,37.8,41.8,45.9,49.9,54.0,58.0
IMR 4451,2.4,4.2,7.0,9.8,14.0,18.2,22.4,26.6,30.8,35.1,39.3,43.5,47.7,51.9,56.1,60.3
IMR 4955,2.3,4.1,6.9,9.7,13.8,17.9,22.1,26.2,30.4,34.5,38.7,42.8,46.9,51.1,55.2,59.4
IMR 700X,1.3,2.2,3.7,5.2,7.4,9.7,11.9,14.1,16.4,18.6,20.8,23.1,25.3,27.5,29.8,32.0
IMR 7977,2.4,4.2,7.1,9.9,14.1,18.4,22.6,26.9,31.1,35.4,39.6,43.8,48.1,52.3,56.6,60.8
IMR 800X,1.6,2.8,4.7,6.5,9.3,12.1,14.9,17.7,20.5,23.3,26.1,28.9,31.7,34.5,37.3,40.1
IMR 8208 XBR,2.4,4.2,7.0,9.9,14.1,18.3,22.5,26.7,31.0,35.2,39.4,43.6,47.9,52.1,56.3,60.5
IMR PB,1.4,2.5,4.1,5.8,8.3,10.8,13.3,15.8,18.3,20.7,23.2,25.7,28.2,30.7,33.2,35.7
IMR TRAIL BOSS,0.8,1.4,2.3,3.2,4.6,6.0,7.4,8.7,10.1,11.5,12.9,14.3,15.7,17.0,18.4,19.8
IMR3031,2.2,3.9,6.6,9.2,13.1,17.1,21.0,24.9,28.9,32.8,36.7,40.7,44.6,48.5,52.5,56.4
IMR4064,2.3,4.0,6.7,9.4,13.4,17.5,21.5,25.5,29.5,33.6,37.6,41.6,45.6,49.7,53.7,57.7
IMR4198,2.1,3.8,6.3,8.8,12.6,16.4,20.2,24.0,27.8,31.6,35.4,39.2,42.9,46.7,50.5,54.3
IMR4227,2.2,3.9,6.5,9.1,13.0,16.9,20.8,24.7,28.6,32.5,36.4,40.3,44.2,48.1,52.0,55.9
IMR4320,2.4,4.2,7.0,9.8,14.0,18.2,22.4,26.6,30.7,34.9,39.1,43.3,47.5,51.7,55.9,60.1
IMR4350,2.3,4.1,6.8,9.5,13.6,17.7,21.8,25.9,29.9,34.0,38.1,42.2,46.3,50.3,54.4,58.5
IMR4831,2.3,4.1,6.8,9.5,13.6,17.7,21.8,25.9,29.9,34.0,38.1,42.2,46.3,50.3,54.4,58.5
IMR4895,2.3,4.1,6.9,9.6,13.7,17.8,22.0,26.1,30.2,34.3,38.4,42.6,46.7,50.8,54.9,59.0
IMR7828,2.3,4.1,6.9,9.7,13.8,17.9,22.1,26.2,30.3,34.5,38.6,42.7,46.9,51.0,55.2,59.3
SR4756,1.5,2.7,4.5,6.4,9.1,11.8,14.5,17.3,20.0,22.7,25.5,28.2,30.9,33.6,36.4,39.1
SR4759,1.7,3.0,5.0,7.0,10.1,13.1,16.1,19.1,22.2,25.2,28.2,31.2,34.2,37.3,40.3,43.3
SR7625,1.6,2.9,4.8,6.7,9.6,12.4,15.3,18.2,21.0,23.9,26.8,29.6,32.5,35.4,38.2,41.1
AR2205,2.3,4.0,6.7,9.4,13.5,17.5,21.6,25.6,29.7,33.7,37.8,41.8,45.9,49.9,54.0,58.0
AR2206,2.4,4.2,7.0,9.8,14.0,18.2,22.4,26.6,30.8,35.0,39.2,43.4,47.6,51.8,56.0,60.2
AR2207,2.2,4.0,6.6,9.2,13.2,17.1,21.1,25.0,29.0,33.0,36.9,40.9,44.8,48.8,52.7,56.7
AR2208,2.3,4.1,6.9,9.6,13.8,17.9,22.1,26.2,30.3,34.5,38.6,42.7,46.9,51.0,55.1,59.3
AR2209,2.4,4.2,7.0,9.8,14.0,18.2,22.4,26.6,30.8,35.0,39.2,43.5,47.7,51.9,56.1,60.3
AR2213,2.5,4.4,7.3,10.2,14.6,18.9,23.3,27.7,32.1,36.4,40.8,45.2,49.5,53.9,58.3,62.7
AS50,1.4,2.5,4.1,5.8,8.3,10.8,13.2,15.7,18.2,20.7,23.2,25.7,28.2,30.6,33.1,35.6
BLACKHORN 209,1.7,3.0,5.0,7.0,9.9,12.9,15.9,18.9,21.9,24.8,27.8,30.8,33.8,36.8,39.7,42.7
R COMPETITION,1.3,2.3,3.9,5.5,7.8,10.2,12.5,14.9,17.2,19.6,21.9,24.3,26.6,28.9,31.3,33.6
R ENFORCER,2.5,4.3,7.2,10.1,14.4,18.8,23.1,27.4,31.7,36.1,40.4,44.7,49.0,53.4,57.7,62.0
R HUNTER,2.5,4.5,7.5,10.5,15.0,19.5,24.0,28.5,33.0,37.5,42.0,46.5,51.0,55.5,60.0,64.5
R SILHOUETTE,2.1,3.8,6.3,8.8,12.6,16.3,20.1,23.9,27.6,31.4,35.2,38.9,42.7,46.5,50.2,54.0
R TRUE BLUE,2.5,4.4,7.3,10.2,14.6,19.0,23.4,27.8,32.2,36.6,41.0,45.3,49.7,54.1,58.5,62.9
RAM BIG GAME,2.4,4.2,7.1,9.9,14.1,18.4,22.6,26.8,31.1,35.3,39.5,43.8,48.0,52.3,56.5,60.7
RAM MAGNUM,2.6,4.5,7.6,10.6,15.1,19.7,24.2,28.7,33.3,37.8,42.3,46.9,51.4,56.0,60.5,65.0
RAM TAC,2.5,4.5,7.4,10.4,14.9,19.4,23.8,28.3,32.8,37.3,41.7,46.2,50.7,55.1,59.6,64.1
RAM ZIP,2.1,3.7,6.1,8.6,12.3,15.9,19.6,23.3,27.0,30.6,34.3,38.0,41.7,45.3,49.0,52.7
X-TERMINATOR,2.5,4.4,7.3,10.3,14.7,19.1,23.5,27.9,32.3,36.7,41.1,45.5,49.9,54.3,58.7,63.1
MP200,1.9,3.4,5.6,7.8,11.2,14.6,17.9,21.3,24.7,28.0,31.4,34.7,38.1,41.5,44.8,48.2
MS200,1.6,2.8,4.7,6.6,9.4,12.2,15.1,17.9,20.7,23.6,26.4,29.2,32.0,34.9,37.7,40.5
VEC AO,1.4,2.5,4.2,5.9,8.4,10.9,13.4,15.9,18.4,20.9,23.4,25.9,28.4,30.9,33.5,36.0
VEC BA10,1.3,2.2,3.7,5.2,7.4,9.6,11.9,14.1,16.3,18.5,20.7,23.0,25.2,27.4,29.6,31.9
VEC BA9,1.9,3.3,5.4,7.6,10.9,14.2,17.4,20.7,23.9,27.2,30.5,33.7,37.0,40.3,43.5,46.8
VEC SP10,2.5,4.5,7.5,10.5,15.0,19.5,24.0,28.5,32.9,37.4,41.9,46.4,50.9,55.4,59.9,64.4
VEC SP3,2.5,4.4,7.3,10.3,14.7,19.1,23.5,27.9,32.3,36.7,41.0,45.4,49.8,54.2,58.6,63.0
VEC SP7,2.6,4.6,7.6,10.6,15.2,19.8,24.3,28.9,33.4,38.0,42.6,47.1,51.7,56.2,60.8,65.4
VEC SP8,2.5,4.4,7.3,10.3,14.7,19.1,23.5,27.9,32.3,36.7,41.0,45.4,49.8,54.2,58.6,63.0
VEC SP9,2.5,4.4,7.3,10.3,14.7,19.1,23.5,27.9,32.3,36.7,41.0,45.4,49.8,54.2,58.6,63.0
VEC TU2000,2.2,3.9,6.6,9.2,13.1,17.1,21.0,24.9,28.9,32.8,36.7,40.7,44.6,48.5,52.5,56.4
VEC TU5000,2.4,4.2,6.9,9.7,13.9,18.1,22.2,26.4,30.6,34.7,38.9,43.1,47.2,51.4,55.6,59.7
VEC TU7000,2.4,4.3,7.1,9.9,14.2,18.5,22.7,27.0,31.2,35.5,39.8,44.0,48.3,52.5,56.8,61.0
VEC TU8000,2.4,4.3,7.1,9.9,14.2,18.5,22.7,27.0,31.2,35.5,39.8,44.0,48.3,52.5,56.8,61.0
v-N530,2.4,4.3,7.1,9.9,14.2,18.4,22.7,26.9,31.2,35.5,39.7,44.0,48.2,52.5,56.7,61.0
v-3N37,1.9,3.3,5.5,7.7,11.0,14.2,17.5,20.8,24.1,27.4,30.7,34.0,37.2,40.5,43.8,47.1
v-N105,1.9,3.3,5.6,7.8,11.1,14.4,17.8,21.1,24.4,27.8,31.1,34.4,37.8,41.1,44.4,47.8
v-N110,2.0,3.6,6.0,8.4,12.0,15.6,19.2,22.8,26.4,30.0,33.6,37.2,40.8,44.4,48.0,51.6
v-N120,2.2,3.9,6.4,9.0,12.9,16.8,20.6,24.5,28.4,32.2,36.1,40.0,43.8,47.7,51.6,55.4
v-N130,2.3,4.0,6.6,9.3,13.3,17.3,21.2,25.2,29.2,33.2,37.2,41.1,45.1,49.1,53.1,57.1
v-N133,2.2,3.9,6.5,9.1,13.0,16.9,20.8,24.7,28.6,32.5,36.4,40.3,44.2,48.1,52.0,55.9
v-N135,2.2,3.9,6.4,9.0,12.9,16.7,20.6,24.5,28.3,32.2,36.0,39.9,43.8,47.6,51.5,55.3
v-N140,2.3,4.1,6.8,9.6,13.6,17.7,21.8,25.9,30.0,34.1,38.2,42.3,46.4,50.5,54.6,58.7
v-N150,2.3,4.0,6.7,9.4,13.4,17.4,21.5,25.5,29.5,33.5,37.5,41.6,45.6,49.6,53.6,57.7
v-N160,2.3,4.1,6.8,9.5,13.6,17.7,21.8,25.9,30.0,34.0,38.1,42.2,46.3,50.4,54.5,58.6
v-N165,2.4,4.2,7.0,9.8,14.0,18.3,22.5,26.7,30.9,35.1,39.3,43.5,47.7,52.0,56.2,60.4
v-N170,2.4,4.2,7.0,9.8,14.0,18.2,22.4,26.6,30.8,35.1,39.3,43.5,47.7,51.9,56.1,60.3
v-N310,1.4,2.5,4.1,5.8,8.2,10.7,13.2,15.6,18.1,20.6,23.1,25.5,28.0,30.5,32.9,35.4
v-N320,1.4,2.5,4.1,5.8,8.3,10.7,13.2,15.7,18.2,20.7,23.1,25.6,28.1,30.6,33.0,35.5
v-N330,1.6,2.8,4.6,6.5,9.3,12.0,14.8,17.6,20.4,23.2,26.0,28.7,31.5,34.3,37.1,39.9
v-N340,1.6,2.8,4.7,6.6,9.4,12.2,15.0,17.8,20.6,23.5,26.3,29.1,31.9,34.7,37.5,40.4
v-N350,1.7,3.1,5.1,7.2,10.2,13.3,16.4,19.5,22.5,25.6,28.7,31.7,34.8,37.9,41.0,44.0
v-N540,2.4,4.3,7.1,10.0,14.3,18.5,22.8,27.1,31.4,35.7,39.9,44.2,48.5,52.8,57.0,61.3
v-N550,2.5,4.3,7.2,10.1,14.4,18.8,23.1,27.4,31.8,36.1,40.4,44.8,49.1,53.4,57.8,62.1
v-N560,2.5,4.3,7.2,10.1,14.5,18.8,23.2,27.5,31.9,36.2,40.6,44.9,49.3,53.6,58.0,62.3
NORMA 200,2.3,4.1,6.8,9.5,13.5,17.6,21.7,25.7,29.8,33.9,37.9,42.0,46.1,50.1,54.2,58.3
NORMA 201,2.3,4.1,6.9,9.6,13.7,17.9,22.0,26.1,30.2,34.3,38.5,42.6,46.7,50.8,54.9,59.0
NORMA 202,2.3,4.0,6.7,9.4,13.4,17.4,21.4,25.4,29.5,33.5,37.5,41.5,45.5,49.5,53.6,57.6
NORMA 203B,2.4,4.2,6.9,9.7,13.9,18.0,22.2,26.3,30.5,34.6,38.8,43.0,47.1,51.3,55.4,59.6
NORMA 204,2.4,4.3,7.1,9.9,14.2,18.4,22.7,26.9,31.2,35.4,39.7,43.9,48.2,52.4,56.7,60.9
NORMA 217,2.4,4.2,7.0,9.8,14.0,18.2,22.4,26.6,30.8,35.0,39.2,43.4,47.6,51.8,56.0,60.2
NORMA MRP,2.4,4.2,7.1,9.9,14.1,18.4,22.6,26.9,31.1,35.4,39.6,43.9,48.1,52.4,56.6,60.8
NORMA URP,2.4,4.2,7.0,9.8,13.9,18.1,22.3,26.5,30.7,34.8,39.0,43.2,47.4,51.6,55.8,59.9
AUTOCOMP,2.2,3.8,6.4,8.9,12.7,16.5,20.3,24.1,28.0,31.8,35.6,39.4,43.2,47.0,50.8,54.6
SUPRM780,2.5,4.4,7.3,10.2,14.6,19.0,23.4,27.8,32.1,36.5,40.9,45.3,49.7,54.1,58.5,62.8
WIN 231,1.8,3.2,5.4,7.5,10.7,14.0,17.2,20.4,23.6,26.8,30.1,33.3,36.5,39.7,43.0,46.2
WIN 296,2.6,4.6,7.6,10.7,15.3,19.8,24.4,29.0,33.6,38.1,42.7,47.3,51.9,56.4,61.0,65.6
WIN 748,2.6,4.6,7.6,10.7,15.3,19.8,24.4,29.0,33.6,38.1,42.7,47.3,51.9,56.4,61.0,65.6
WIN 760,2.6,4.5,7.5,10.5,15.0,19.5,24.0,28.5,33.0,37.5,42.0,46.5,51.0,55.5,60.0,64.6
WIN AA PLUS,1.3,2.3,3.9,5.4,7.7,10.0,12.3,14.7,17.0,19.3,21.6,23.9,26.2,28.5,30.9,33.2
WIN ACTION PI,2.1,3.7,6.2,8.6,12.4,16.1,19.8,23.5,27.2,30.9,34.6,38.3,42.0,45.7,49.4,53.1
WIN MAG RIFLE,2.4,4.2,7.0,9.7,13.9,18.1,22.3,26.5,30.6,34.8,39.0,43.2,47.3,51.5,55.7,59.9
WIN SUPER HANDI,2.0,3.5,5.8,8.1,11.6,15.1,18.6,22.1,25.6,29.1,32.6,36.1,39.6,43.1,46.6,50.1
wSUPER-FLD,2.0,3.6,5.9,8.3,11.9,15.5,19.0,22.6,26.2,29.8,33.3,36.9,40.5,44.0,47.6,51.2
wSUPER-LIT,2.0,3.5,5.9,8.3,11.8,15.3,18.9,22.4,26.0,29.5,33.0,36.6,40.1,43.7,47.2,50.7
wSUPER-TAR,1.4,2.5,4.2,5.8,8.3,10.8,13.3,15.8,18.3,20.8,23.2,25.7,28.2,30.7,33.2,35.7
